,Policy,sus,sec,eff
21,"Society (0.8, 0.0, 0.2)","(0.38791799743086913, 0.11093040233864317)","(0.5986548737245596, 0.2223189315682981)","(0.23445240384546773, 0.1287443735214021)"
22,"Society (0.9, 0.0, 0.1)","(0.3852406635073222, 0.1087314213170677)","(0.5983926983267961, 0.22620269749222985)","(0.23808206924142342, 0.13597037554749694)"
23,"Society (1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
24,"Learning(0.0, 0.0, 1.0)_result_(0.0, 0.0, 1.0)","(0.40294469083202883, 0.12217468721267494)","(0.5885897678555537, 0.21892939955785365)","(0.21256572456523395, 0.10409788265092682)"
25,"Learning(0.1, 0.0, 0.9)_result_(0.1, 0.0, 0.9)","(0.40136562606800763, 0.12009713856649519)","(0.5911655636436511, 0.21967680310177642)","(0.21258876538233476, 0.10409533190679741)"
26,"Learning(0.2, 0.0, 0.8)_result_(0.2, 0.0, 0.8)","(0.39567138907717125, 0.11417104162488757)","(0.595053135482311, 0.2255903831172874)","(0.2136293379256753, 0.10566492863279883)"
27,"Learning(0.3, 0.0, 0.7)_result_(0.3, 0.0, 0.7)","(0.393866167756833, 0.11143295982313739)","(0.5992491218316182, 0.22867797797056422)","(0.21418422312471144, 0.10605698344286617)"
28,"Learning(0.4, 0.0, 0.6)_result_(0.4, 0.0, 0.6)","(0.39092306867257176, 0.11051451372487685)","(0.6121016113387381, 0.2309548890606873)","(0.21553179161204944, 0.10562750259119182)"
29,"Learning(0.5, 0.0, 0.5)_result_(0.5, 0.0, 0.5)","(0.389719334232627, 0.10984289370163454)","(0.6122948305968939, 0.23221392505963465)","(0.21657266729399502, 0.10690503790618688)"
30,"Learning(0.6, 0.0, 0.4)_result_(0.6, 0.0, 0.4)","(0.3880121320980834, 0.10953956176632582)","(0.6226222381724495, 0.23537558720122223)","(0.21824417522178632, 0.10669235657749318)"
31,"Learning(0.7, 0.0, 0.3)_result_(0.7, 0.0, 0.3)","(0.38758173620398767, 0.10966609931603599)","(0.6204129321763743, 0.23640643680519247)","(0.21904128282920665, 0.10646286115306189)"
32,"Learning(0.8, 0.0, 0.2)_result_(0.8, 0.0, 0.2)","(0.38591194417753477, 0.10877568295772375)","(0.6219307830636497, 0.23505720169790384)","(0.22379930925786826, 0.11001791200138213)"
33,"Learning(0.9, 0.0, 0.1)_result_(0.9, 0.0, 0.1)","(0.38415605884495707, 0.10865451705773116)","(0.608704908791352, 0.2411017807169991)","(0.23261724419142793, 0.12452053320229034)"
34,"Learning(1.0, 0.0, 0.0)_result_(1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
